ORG_AIR,DEST_AIR,0
ATL,ABE,31
ATL,ABQ,16
ATL,ABY,19
ATL,ACY,6
ATL,AEX,40
ATL,AGS,83
ATL,ALB,33
ATL,ANC,2
ATL,ASE,1
ATL,ATW,10
ATL,AUS,105
ATL,AVL,56
ATL,AVP,14
ATL,BDL,69
ATL,BHM,86
ATL,BMI,21
ATL,BNA,108
ATL,BOS,145
ATL,BQK,29
ATL,BTR,76
ATL,BTV,14
ATL,BUF,42
ATL,BWI,183
ATL,BZN,1
ATL,CAE,73
ATL,CAK,56
ATL,CHA,75
ATL,CHO,28
ATL,CHS,93
ATL,CID,27
ATL,CLE,92
ATL,CLT,180
ATL,CMH,99
ATL,COS,8
ATL,CRW,42
ATL,CSG,32
ATL,CVG,74
ATL,DAB,49
ATL,DAL,82
ATL,DAY,55
ATL,DCA,167
ATL,DEN,140
ATL,DFW,202
ATL,DHN,40
ATL,DSM,28
ATL,DTW,136
ATL,ECP,61
ATL,EGE,5
ATL,ELP,14
ATL,EVV,28
ATL,EWN,13
ATL,EWR,130
ATL,EYW,37
ATL,FAY,52
ATL,FLL,221
ATL,FNT,28
ATL,FSD,10
ATL,FSM,21
ATL,FWA,47
ATL,GNV,69
ATL,GPT,48
ATL,GRB,14
ATL,GRK,25
ATL,GRR,36
ATL,GSO,75
ATL,GSP,87
ATL,GTR,25
ATL,HDN,4
ATL,HNL,10
ATL,HOU,131
ATL,HPN,57
ATL,HSV,62
ATL,IAD,78
ATL,IAH,121
ATL,ICT,28
ATL,ILM,42
ATL,IND,110
ATL,JAC,2
ATL,JAN,76
ATL,JAX,149
ATL,JFK,63
ATL,LAN,1
ATL,LAS,135
ATL,LAX,166
ATL,LEX,66
ATL,LFT,33
ATL,LGA,273
ATL,LIT,45
ATL,LNK,8
ATL,MCI,97
ATL,MCO,283
ATL,MDT,33
ATL,MDW,134
ATL,MEM,85
ATL,MGM,55
ATL,MHT,9
ATL,MIA,139
ATL,MKE,96
ATL,MLB,42
ATL,MLI,29
ATL,MLU,36
ATL,MOB,63
ATL,MSN,38
ATL,MSP,130
ATL,MSY,170
ATL,MTJ,1
ATL,MYR,44
ATL,OAJ,38
ATL,OAK,3
ATL,OKC,63
ATL,OMA,53
ATL,ORD,214
ATL,ORF,88
ATL,PBI,131
ATL,PDX,30
ATL,PHF,37
ATL,PHL,203
ATL,PHX,98
ATL,PIA,26
ATL,PIT,102
ATL,PNS,58
ATL,PVD,29
ATL,PWM,24
ATL,RAP,1
ATL,RDU,144
ATL,RIC,107
ATL,ROA,39
ATL,ROC,38
ATL,RST,10
ATL,RSW,113
ATL,SAN,65
ATL,SAT,86
ATL,SAV,94
ATL,SBN,35
ATL,SCE,2
ATL,SDF,80
ATL,SEA,73
ATL,SFO,84
ATL,SGF,37
ATL,SHV,58
ATL,SJC,4
ATL,SJU,57
ATL,SLC,70
ATL,SMF,16
ATL,SNA,37
ATL,SRQ,62
ATL,STL,88
ATL,STT,15
ATL,SYR,30
ATL,TLH,79
ATL,TPA,217
ATL,TRI,57
ATL,TTN,4
ATL,TUL,44
ATL,TUS,10
ATL,TYS,60
ATL,VLD,23
ATL,VPS,65
ATL,XNA,54
DEN,ABQ,46
DEN,AMA,17
DEN,ANC,11
DEN,ASE,30
DEN,ATL,162
DEN,AUS,93
DEN,BDL,10
DEN,BFL,27
DEN,BHM,12
DEN,BIL,24
DEN,BIS,42
DEN,BNA,63
DEN,BOI,64
DEN,BOS,69
DEN,BUR,30
DEN,BWI,54
DEN,BZN,37
DEN,CAK,5
DEN,CID,20
DEN,CLE,46
DEN,CLT,50
DEN,CMH,17
DEN,COD,9
DEN,COS,58
DEN,CPR,27
DEN,CVG,29
DEN,DAL,41
DEN,DAY,23
DEN,DCA,39
DEN,DFW,192
DEN,DIK,11
DEN,DRO,15
DEN,DSM,30
DEN,DTW,76
DEN,ELP,27
DEN,EUG,16
DEN,EWR,70
DEN,FAR,27
DEN,FAT,24
DEN,FCA,15
DEN,FLL,36
DEN,FSD,41
DEN,GCC,19
DEN,GEG,37
DEN,GJT,13
DEN,GRR,29
DEN,GSO,1
DEN,GTF,27
DEN,GUC,8
DEN,HDN,4
DEN,HLN,5
DEN,HNL,9
DEN,HOU,37
DEN,HSV,6
DEN,HYS,15
DEN,IAD,108
DEN,IAH,151
DEN,ICT,30
DEN,IDA,23
DEN,IND,62
DEN,ISN,36
DEN,JAC,38
DEN,JAX,7
DEN,JFK,25
DEN,JMS,15
DEN,KOA,1
DEN,LAR,13
DEN,LAS,214
DEN,LAX,183
DEN,LBB,19
DEN,LFT,6
DEN,LGA,102
DEN,LIT,23
DEN,LNK,16
DEN,MAF,29
DEN,MCI,68
DEN,MCO,84
DEN,MDW,82
DEN,MEM,26
DEN,MFR,12
DEN,MIA,32
DEN,MKE,57
DEN,MLI,3
DEN,MOT,34
DEN,MSN,27
DEN,MSO,16
DEN,MSP,172
DEN,MSY,44
DEN,MTJ,9
DEN,OAK,40
DEN,OGG,8
DEN,OKC,59
DEN,OMA,60
DEN,ONT,35
DEN,ORD,159
DEN,OTH,1
DEN,PBI,1
DEN,PDX,101
DEN,PHL,59
DEN,PHX,203
DEN,PIT,29
DEN,PSC,20
DEN,PSP,22
DEN,PUB,13
DEN,RAP,18
DEN,RDM,7
DEN,RDU,25
DEN,RKS,21
DEN,RNO,32
DEN,RSW,13
DEN,SAF,9
DEN,SAN,117
DEN,SAT,44
DEN,SBA,21
DEN,SDF,19
DEN,SEA,170
DEN,SFO,192
DEN,SGF,21
DEN,SGU,14
DEN,SHV,7
DEN,SJC,62
DEN,SLC,164
DEN,SMF,54
DEN,SNA,97
DEN,STL,52
DEN,SUN,3
DEN,TPA,46
DEN,TUL,42
DEN,TUS,67
DEN,TYS,9
DEN,XNA,9
DFW,ABI,74
DFW,ABQ,54
DFW,ACT,49
DFW,AEX,39
DFW,AMA,32
DFW,ANC,4
DFW,ASE,6
DFW,ATL,187
DFW,AUS,146
DFW,BDL,27
DFW,BHM,16
DFW,BIS,13
DFW,BMI,23
DFW,BNA,77
DFW,BOS,94
DFW,BPT,30
DFW,BRO,29
DFW,BTR,82
DFW,BWI,67
DFW,CAE,32
DFW,CHA,22
DFW,CHS,5
DFW,CID,26
DFW,CLE,43
DFW,CLL,43
DFW,CLT,108
DFW,CMH,48
DFW,CMI,8
DFW,COS,37
DFW,COU,20
DFW,CRP,39
DFW,CRW,4
DFW,CVG,53
DFW,DAY,22
DFW,DCA,84
DFW,DEN,192
DFW,DRO,29
DFW,DSM,26
DFW,DTW,84
DFW,EGE,11
DFW,ELP,37
DFW,EVV,15
DFW,EWR,76
DFW,FAR,15
DFW,FAT,22
DFW,FLL,106
DFW,FSD,12
DFW,FSM,38
DFW,FWA,15
DFW,GCK,14
DFW,GGG,17
DFW,GJT,29
DFW,GPT,29
DFW,GRI,19
DFW,GRK,82
DFW,GRR,23
DFW,GSO,11
DFW,GSP,10
DFW,GUC,4
DFW,HDN,6
DFW,HNL,21
DFW,HOU,35
DFW,HSV,6
DFW,IAD,39
DFW,IAH,109
DFW,ICT,21
DFW,IND,42
DFW,JAC,12
DFW,JAN,67
DFW,JAX,35
DFW,JFK,22
DFW,JLN,17
DFW,LAS,132
DFW,LAW,40
DFW,LAX,212
DFW,LBB,22
DFW,LCH,21
DFW,LEX,15
DFW,LFT,40
DFW,LGA,134
DFW,LIT,56
DFW,LRD,38
DFW,MAF,29
DFW,MCI,80
DFW,MCO,124
DFW,MEI,12
DFW,MEM,27
DFW,MFE,33
DFW,MGM,25
DFW,MHK,34
DFW,MIA,87
DFW,MKE,27
DFW,MLI,29
DFW,MLU,42
DFW,MOB,34
DFW,MSN,29
DFW,MSP,68
DFW,MSY,72
DFW,MTJ,3
DFW,MYR,2
DFW,OAK,15
DFW,OGG,19
DFW,OKC,80
DFW,OMA,44
DFW,ONT,37
DFW,ORD,231
DFW,ORF,19
DFW,PBI,15
DFW,PDX,75
DFW,PHL,106
DFW,PHX,140
DFW,PIA,17
DFW,PIT,42
DFW,PNS,31
DFW,PSP,16
DFW,RAP,11
DFW,RDU,52
DFW,RIC,27
DFW,RNO,14
DFW,ROW,27
DFW,RSW,39
DFW,SAF,27
DFW,SAN,96
DFW,SAT,141
DFW,SAV,18
DFW,SDF,10
DFW,SEA,97
DFW,SFO,136
DFW,SGF,57
DFW,SHV,70
DFW,SJC,51
DFW,SJT,50
DFW,SJU,24
DFW,SLC,78
DFW,SMF,49
DFW,SNA,83
DFW,SPI,15
DFW,SPS,30
DFW,STL,74
DFW,TLH,22
DFW,TPA,76
DFW,TUL,74
DFW,TUS,69
DFW,TXK,37
DFW,TYR,47
DFW,TYS,53
DFW,VPS,53
DFW,XNA,69
IAH,ABQ,26
IAH,AEX,30
IAH,AMA,22
IAH,ANC,6
IAH,ASE,13
IAH,ATL,148
IAH,AUS,55
IAH,BFL,11
IAH,BHM,45
IAH,BNA,40
IAH,BOI,8
IAH,BOS,46
IAH,BRO,42
IAH,BTR,55
IAH,BWI,27
IAH,BZN,2
IAH,CAE,10
IAH,CHS,17
IAH,CLE,38
IAH,CLL,24
IAH,CLT,95
IAH,CMH,21
IAH,COS,23
IAH,CRP,55
IAH,CRW,2
IAH,CVG,29
IAH,DAL,11
IAH,DCA,77
IAH,DEN,136
IAH,DFW,125
IAH,DSM,13
IAH,DTW,52
IAH,ECP,17
IAH,EGE,4
IAH,ELP,47
IAH,EWR,91
IAH,FLL,66
IAH,GJT,10
IAH,GPT,36
IAH,GRK,27
IAH,GRR,10
IAH,GSP,16
IAH,GUC,1
IAH,HDN,4
IAH,HNL,12
IAH,HOB,17
IAH,HRL,32
IAH,HSV,23
IAH,IAD,40
IAH,ICT,19
IAH,IND,23
IAH,ISN,13
IAH,JAC,4
IAH,JAN,54
IAH,JAX,17
IAH,LAS,79
IAH,LAX,132
IAH,LBB,25
IAH,LCH,23
IAH,LEX,10
IAH,LFT,58
IAH,LGA,62
IAH,LIT,52
IAH,LRD,40
IAH,MAF,64
IAH,MCI,66
IAH,MCO,77
IAH,MEM,54
IAH,MFE,64
IAH,MIA,89
IAH,MKE,18
IAH,MLU,22
IAH,MOB,34
IAH,MSP,43
IAH,MSY,89
IAH,MTJ,6
IAH,OAK,3
IAH,OKC,42
IAH,OMA,43
IAH,ONT,15
IAH,ORD,129
IAH,ORF,5
IAH,PBI,10
IAH,PDX,23
IAH,PHL,88
IAH,PHX,95
IAH,PIA,9
IAH,PIT,26
IAH,PNS,47
IAH,PSP,8
IAH,RDU,18
IAH,RIC,19
IAH,RSW,24
IAH,SAN,60
IAH,SAT,73
IAH,SAV,10
IAH,SDF,22
IAH,SEA,63
IAH,SFO,97
IAH,SHV,44
IAH,SJC,11
IAH,SJU,14
IAH,SLC,63
IAH,SMF,15
IAH,SNA,65
IAH,STL,29
IAH,TPA,54
IAH,TUL,41
IAH,TUS,26
IAH,TYR,19
IAH,TYS,20
IAH,VPS,21
IAH,XNA,39
LAS,ABQ,35
LAS,ALB,12
LAS,AMA,15
LAS,ANC,4
LAS,ATL,104
LAS,AUS,36
LAS,BDL,12
LAS,BHM,8
LAS,BLI,5
LAS,BNA,27
LAS,BOI,16
LAS,BOS,40
LAS,BUF,14
LAS,BUR,91
LAS,BWI,56
LAS,CAK,4
LAS,CLE,44
LAS,CLT,60
LAS,CMH,20
LAS,CVG,17
LAS,DAL,46
LAS,DCA,9
LAS,DEN,168
LAS,DFW,128
LAS,DSM,12
LAS,DTW,107
LAS,ELP,18
LAS,EWR,54
LAS,FLL,38
LAS,FNT,12
LAS,GEG,23
LAS,HNL,22
LAS,HOU,38
LAS,IAD,38
LAS,IAH,93
LAS,ICT,9
LAS,IND,27
LAS,JAX,4
LAS,JFK,124
LAS,LAX,289
LAS,LBB,11
LAS,LBE,4
LAS,LGB,35
LAS,LIT,8
LAS,MAF,22
LAS,MCI,43
LAS,MCO,27
LAS,MDW,86
LAS,MIA,44
LAS,MKE,29
LAS,MSP,67
LAS,MSY,20
LAS,OAK,104
LAS,OKC,26
LAS,OMA,27
LAS,ONT,32
LAS,ORD,134
LAS,PDX,77
LAS,PHL,56
LAS,PHX,187
LAS,PIT,21
LAS,RDU,13
LAS,RNO,91
LAS,SAN,114
LAS,SAT,35
LAS,SDF,13
LAS,SEA,155
LAS,SFO,247
LAS,SJC,70
LAS,SLC,118
LAS,SMF,63
LAS,SNA,74
LAS,STL,32
LAS,TPA,17
LAS,TUL,7
LAS,TUS,31
LAX,ABQ,55
LAX,ANC,7
LAX,ASE,26
LAX,ATL,174
LAX,AUS,80
LAX,BNA,58
LAX,BOI,17
LAX,BOS,119
LAX,BWI,33
LAX,BZN,3
LAX,CLD,13
LAX,CLE,23
LAX,CLT,66
LAX,CMH,13
LAX,COS,25
LAX,CVG,13
LAX,DAL,78
LAX,DCA,35
LAX,DEN,188
LAX,DFW,212
LAX,DTW,59
LAX,EGE,2
LAX,ELP,28
LAX,EUG,19
LAX,EWR,131
LAX,FAT,68
LAX,FLL,58
LAX,GEG,4
LAX,HDN,1
LAX,HNL,158
LAX,HOU,57
LAX,IAD,117
LAX,IAH,115
LAX,ICT,2
LAX,IND,27
LAX,ITO,2
LAX,JAC,10
LAX,JFK,375
LAX,KOA,55
LAX,LAS,257
LAX,LIH,36
LAX,MCI,30
LAX,MCO,76
LAX,MDW,62
LAX,MEM,8
LAX,MIA,73
LAX,MKE,16
LAX,MRY,37
LAX,MSP,97
LAX,MSY,56
LAX,MTJ,2
LAX,OAK,201
LAX,OGG,88
LAX,OKC,5
LAX,OMA,2
LAX,ORD,228
LAX,PBI,1
LAX,PDX,103
LAX,PHL,57
LAX,PHX,200
LAX,PIT,7
LAX,PSP,21
LAX,RDM,4
LAX,RDU,18
LAX,RNO,54
LAX,SAF,11
LAX,SAN,146
LAX,SAT,46
LAX,SBA,37
LAX,SBP,39
LAX,SEA,246
LAX,SFO,424
LAX,SJC,196
LAX,SLC,162
LAX,SMF,164
LAX,SMX,8
LAX,STL,54
LAX,TPA,23
LAX,TUS,68
MSP,ABQ,9
MSP,ABR,19
MSP,ALB,5
MSP,ANC,24
MSP,ATL,143
MSP,ATW,19
MSP,AUS,5
MSP,AZO,2
MSP,BDL,34
MSP,BIL,19
MSP,BIS,44
MSP,BJI,17
MSP,BMI,2
MSP,BNA,30
MSP,BOI,19
MSP,BOS,59
MSP,BRD,22
MSP,BUF,8
MSP,BWI,31
MSP,BZN,25
MSP,CID,20
MSP,CLE,17
MSP,CLT,83
MSP,CMH,12
MSP,CVG,16
MSP,DAY,15
MSP,DCA,54
MSP,DEN,199
MSP,DFW,82
MSP,DIK,9
MSP,DLH,20
MSP,DSM,3
MSP,DTW,65
MSP,EWR,37
MSP,FAR,50
MSP,FCA,5
MSP,FLL,20
MSP,FNT,17
MSP,FSD,46
MSP,FWA,6
MSP,GEG,28
MSP,GFK,15
MSP,GRB,24
MSP,GRR,23
MSP,GTF,7
MSP,HIB,17
MSP,HLN,8
MSP,HNL,1
MSP,IAD,16
MSP,IAH,48
MSP,ICT,17
MSP,IDA,1
MSP,IMT,2
MSP,IND,29
MSP,INL,4
MSP,ISN,27
MSP,JAC,6
MSP,JAX,8
MSP,JFK,27
MSP,LAN,11
MSP,LAS,77
MSP,LAX,93
MSP,LEX,3
MSP,LGA,70
MSP,LNK,10
MSP,LSE,11
MSP,MBS,1
MSP,MCI,56
MSP,MCO,51
MSP,MDW,103
MSP,MEM,11
MSP,MIA,29
MSP,MKE,70
MSP,MLI,1
MSP,MOT,26
MSP,MSN,35
MSP,MSO,12
MSP,MSY,11
MSP,OKC,7
MSP,OMA,44
MSP,ORD,189
MSP,ORF,6
MSP,PDX,37
MSP,PHL,61
MSP,PHX,112
MSP,PIA,1
MSP,PIT,16
MSP,PSC,14
MSP,PSP,6
MSP,RAP,33
MSP,RDU,15
MSP,RHI,15
MSP,RIC,11
MSP,ROC,6
MSP,RST,13
MSP,RSW,27
MSP,SAN,37
MSP,SAT,5
MSP,SBN,13
MSP,SDF,2
MSP,SEA,73
MSP,SFO,89
MSP,SJC,15
MSP,SJU,1
MSP,SLC,53
MSP,SMF,14
MSP,SNA,34
MSP,STL,73
MSP,SYR,6
MSP,TPA,34
MSP,TTN,8
MSP,TUL,18
MSP,TUS,2
MSP,TVC,5
MSP,XNA,14
ORD,ABE,24
ORD,ABQ,20
ORD,ACY,3
ORD,ALB,26
ORD,ALO,17
ORD,ANC,19
ORD,ASE,14
ORD,ATL,181
ORD,ATW,47
ORD,AUS,58
ORD,AVL,21
ORD,AVP,18
ORD,AZO,30
ORD,BDL,43
ORD,BHM,39
ORD,BIL,2
ORD,BIS,13
ORD,BMI,26
ORD,BNA,104
ORD,BOI,18
ORD,BOS,218
ORD,BTV,16
ORD,BUF,52
ORD,BWI,55
ORD,BZN,12
ORD,CAE,20
ORD,CAK,46
ORD,CHA,10
ORD,CHO,23
ORD,CHS,29
ORD,CID,79
ORD,CLE,108
ORD,CLT,130
ORD,CMH,109
ORD,CMI,57
ORD,CMX,12
ORD,COD,2
ORD,COS,16
ORD,COU,14
ORD,CRW,13
ORD,CVG,124
ORD,CWA,35
ORD,DAY,96
ORD,DBQ,31
ORD,DCA,158
ORD,DEN,163
ORD,DFW,229
ORD,DLH,31
ORD,DSM,78
ORD,DTW,142
ORD,EAU,17
ORD,EGE,4
ORD,ELM,22
ORD,ELP,19
ORD,ERI,19
ORD,EVV,49
ORD,EWR,113
ORD,FAI,1
ORD,FAR,51
ORD,FCA,2
ORD,FLL,69
ORD,FNT,66
ORD,FSD,69
ORD,FWA,62
ORD,GRB,56
ORD,GRR,102
ORD,GSO,11
ORD,GSP,21
ORD,GUC,1
ORD,HNL,13
ORD,HPN,60
ORD,HSV,20
ORD,IAD,60
ORD,IAH,117
ORD,ICT,75
ORD,IND,101
ORD,JAC,6
ORD,JAN,19
ORD,JAX,20
ORD,JFK,50
ORD,LAN,25
ORD,LAS,107
ORD,LAX,256
ORD,LBE,5
ORD,LEX,56
ORD,LGA,290
ORD,LIT,63
ORD,LNK,32
ORD,LSE,36
ORD,MBS,31
ORD,MCI,61
ORD,MCO,144
ORD,MDT,47
ORD,MEM,68
ORD,MHK,18
ORD,MHT,19
ORD,MIA,122
ORD,MKE,144
ORD,MKG,19
ORD,MLI,52
ORD,MOB,9
ORD,MQT,11
ORD,MSN,84
ORD,MSP,212
ORD,MSY,41
ORD,MTJ,2
ORD,MYR,5
ORD,OAK,14
ORD,OGG,3
ORD,OKC,52
ORD,OMA,65
ORD,ORF,15
ORD,PAH,17
ORD,PBI,13
ORD,PDX,65
ORD,PHL,148
ORD,PHX,130
ORD,PIA,64
ORD,PIT,48
ORD,PNS,6
ORD,PSP,10
ORD,PVD,15
ORD,PWM,5
ORD,RAP,11
ORD,RDU,50
ORD,RIC,55
ORD,RNO,10
ORD,ROA,33
ORD,ROC,45
ORD,RST,39
ORD,RSW,46
ORD,SAN,81
ORD,SAT,23
ORD,SAV,30
ORD,SBN,31
ORD,SCE,15
ORD,SDF,33
ORD,SEA,109
ORD,SFO,224
ORD,SGF,67
ORD,SJC,24
ORD,SJU,37
ORD,SLC,61
ORD,SMF,8
ORD,SNA,67
ORD,SPI,30
ORD,SRQ,8
ORD,STL,75
ORD,STT,1
ORD,SUX,24
ORD,SYR,42
ORD,TOL,30
ORD,TPA,57
ORD,TTN,4
ORD,TUL,54
ORD,TUS,17
ORD,TVC,49
ORD,TYS,63
ORD,XNA,86
PHX,ABQ,70
PHX,ANC,13
PHX,ATL,138
PHX,AUS,44
PHX,BFL,19
PHX,BNA,24
PHX,BOI,30
PHX,BOS,39
PHX,BUF,12
PHX,BUR,49
PHX,BWI,51
PHX,CLE,25
PHX,CLT,89
PHX,CMH,43
PHX,CVG,2
PHX,DAL,63
PHX,DCA,30
PHX,DEN,236
PHX,DFW,146
PHX,DRO,19
PHX,DSM,8
PHX,DTW,77
PHX,ELP,36
PHX,EWR,62
PHX,FAT,11
PHX,FLG,44
PHX,FLL,22
PHX,GEG,30
PHX,GJT,28
PHX,HNL,39
PHX,HOU,58
PHX,IAD,13
PHX,IAH,100
PHX,IND,37
PHX,JFK,64
PHX,KOA,8
PHX,LAS,182
PHX,LAX,250
PHX,LIH,6
PHX,LIT,16
PHX,MCI,72
PHX,MCO,39
PHX,MDW,67
PHX,MIA,24
PHX,MKE,52
PHX,MRY,26
PHX,MSP,140
PHX,MSY,12
PHX,OAK,75
PHX,OGG,9
PHX,OKC,14
PHX,OMA,37
PHX,ONT,96
PHX,ORD,137
PHX,PDX,95
PHX,PHL,74
PHX,PIT,27
PHX,PSP,59
PHX,RDU,8
PHX,RNO,54
PHX,SAN,169
PHX,SAT,59
PHX,SBA,30
PHX,SBP,28
PHX,SDF,9
PHX,SEA,162
PHX,SFO,144
PHX,SJC,74
PHX,SLC,156
PHX,SMF,100
PHX,SNA,115
PHX,STL,73
PHX,TPA,24
PHX,TUL,24
PHX,TUS,33
PHX,YUM,53
SFO,ABQ,12
SFO,ACV,40
SFO,ANC,6
SFO,ASE,5
SFO,ATL,89
SFO,AUS,61
SFO,BFL,20
SFO,BOI,45
SFO,BOS,115
SFO,BUR,56
SFO,BWI,6
SFO,BZN,7
SFO,CEC,2
SFO,CLE,12
SFO,CLT,54
SFO,CVG,8
SFO,DAL,37
SFO,DCA,20
SFO,DEN,159
SFO,DFW,138
SFO,DTW,39
SFO,EUG,49
SFO,EWR,157
SFO,FAT,24
SFO,FLL,43
SFO,HNL,58
SFO,IAD,97
SFO,IAH,92
SFO,IND,7
SFO,JAC,6
SFO,JFK,252
SFO,KOA,27
SFO,LAS,256
SFO,LAX,410
SFO,LGB,36
SFO,LIH,14
SFO,MCI,15
SFO,MCO,21
SFO,MDW,23
SFO,MFR,28
SFO,MIA,31
SFO,MKE,13
SFO,MMH,4
SFO,MRY,28
SFO,MSP,72
SFO,MSY,5
SFO,OGG,49
SFO,OKC,10
SFO,ONT,71
SFO,ORD,213
SFO,OTH,8
SFO,PDX,100
SFO,PHL,62
SFO,PHX,132
SFO,PIT,5
SFO,PSC,6
SFO,PSP,66
SFO,RDD,23
SFO,RDM,20
SFO,RDU,17
SFO,RNO,53
SFO,SAN,200
SFO,SAT,6
SFO,SBA,66
SFO,SBP,28
SFO,SEA,208
SFO,SLC,113
SFO,SMF,59
SFO,SMX,14
SFO,SNA,122
SFO,STL,20
SFO,SUN,10
SFO,TUS,20
SFO,XNA,2
